Ranking,Title,Genre,Publisher,Year,Directors,Plot,Rating,Votes,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platforms
"3206","Star Trek: Conquest","Strategy","Bethesda Softworks","2007","Frank Arnot","Star Trek: Conquest is a blend of intense action and strategy set in the Star Trek:The Next Generation era. While effectively managing your resources, you must lead your forces in a campaign to control the Galaxy, one planet at a time.",7.2,13,0.17,0.05,0,0.02,0.23,"PS2|Wii"
"3207","Star Trek: Invasion","Simulation","Activision","2000","Ian Grieve","You're a hotshot pilot who must uncover a plot behind deadly events that are leading the universe toward a doomsday scenario. Strap in, as intergalactic combat goes warp speed.",7.3,76,0.15,0.1,0,0.02,0.26,"PS"
"3208","Star Trek: Legacy","Simulation","Ubisoft","2006","Missing","All five Captains must face T'Uerell, a brilliant female Vulcan Captain gone insane, in their own eras in order to save the Alpha Quadrant.",6.4,309,0.14,0.04,0,0.02,0.21,"PC|X360"
"3209","Star Trek: Shattered Universe","Simulation","Global Star","2003","Andrew Iverson, Henrik Markarian","The U.S.S. Excelsior, under the command of Captain Sulu is transported to the hostile Mirror Universe where Starfleet and the Federation are the bad guys, and its up to you to find a way to...                See full summary »",7.4,65,0.08,0.05,0,0.01,0.14,"XB|PS2"
"3210","Star Trek: Tactical Assault","Strategy","Ubisoft","2006","Missing","The Starfleet campaign is set in 2284 and predates the events of Star Trek II: The Wrath of Khan. The player follows the adventures of Lieutenant Commander Reynolds, completing missions and...                See full summary »",6.1,37,0.07,0.02,0,0,0.09,"PSP|DS"
"3211","Star Wars Battlefront: Renegade Squadron","Shooter","LucasArts","2007","Missing","The story in this game follow the previously secret ""Renegade Squadron"" that was made up of the galaxy's toughest scoundrels. As the plot unfolds, players learn how Han Solo recruited and ...                See full summary »",7.8,312,0.9,0.47,0,0.32,1.68,"PSP"
"3212","Star Wars Episode II: Attack of the Clones","Action","THQ","2002","Missing","A Star Wars game for the Game Boy Advance.",6.4,32,0.55,0.2,0,0.01,0.77,"GBA"
"3213","Star Wars: Battlefront","Shooter","Activision","2004","Eric 'Giz' Gewirtz","Play as either the Confederacy of Independent Systems, the Galactic Republic, the Galactic Empire, or the Rebel Alliance, and lead each faction in the key battles of the Republic age, and the Empire age.",8.3,4199,1.24,0.45,0,0.07,1.75,"XB"
"3214","Star Wars: Battlefront","Shooter","Activision","2015","Hez Chorba","Join the battle and play an important part in the Star Wars Galaxy. Lead the battle as you fight against the powerful empire in hope to regain freedom for the Galaxy.",6.7,5137,1.24,0.45,0,0.07,1.75,"XB"
"3215","Star Wars: Battlefront","Shooter","LucasArts","2004","Eric 'Giz' Gewirtz","Play as either the Confederacy of Independent Systems, the Galactic Republic, the Galactic Empire, or the Rebel Alliance, and lead each faction in the key battles of the Republic age, and the Empire age.",8.3,4199,1.99,1.34,0.03,0.46,3.81,"PC|PS2"
"3216","Star Wars: Battlefront","Shooter","LucasArts","2015","Hez Chorba","Join the battle and play an important part in the Star Wars Galaxy. Lead the battle as you fight against the powerful empire in hope to regain freedom for the Galaxy.",6.7,5137,1.99,1.34,0.03,0.46,3.81,"PC|PS2"
"3217","Star Wars: Battlefront II","Shooter","Activision","2005","Eric 'Giz' Gewirtz","Play as the foot soldier of the galaxy's greatest factions and wage war across countless planets.",8.8,6753,1.22,0.39,0,0.06,1.67,"XB"
"3218","Star Wars: Battlefront II","Shooter","Activision","2017","Hez Chorba, Bernd Diemer, Tom Keegan","A game based on the Star Wars Universe, taking place across multiple eras of the franchise.",7.2,6501,1.22,0.39,0,0.06,1.67,"XB"
"3219","Star Wars: Battlefront II","Shooter","LucasArts","2005","Eric 'Giz' Gewirtz","Play as the foot soldier of the galaxy's greatest factions and wage war across countless planets.",8.8,6753,3.25,1.21,0.04,0.51,5,"PS2|PSP|PC"
"3220","Star Wars: Battlefront II","Shooter","LucasArts","2017","Hez Chorba, Bernd Diemer, Tom Keegan","A game based on the Star Wars Universe, taking place across multiple eras of the franchise.",7.2,6501,3.25,1.21,0.04,0.51,5,"PS2|PSP|PC"
"3221","Star Wars: Bounty Hunter","Shooter","LucasArts","2002","Jon Knoles","Jango Fett, the most fearless bounty hunter in the galaxy, is hired to capture a deranged Dark Jedi. Armed with an array of deadly weapons and skills, he'll face off against galactic scum from the darkest corners of the Star Wars universe.",7.7,685,0.73,0.47,0,0.15,1.35,"PS2|GC"
"3222","Star Wars: Dark Forces","Shooter","LucasArts","1995","Missing","After successfully retrieving the Death Star plans, Kyle Katarn is hired by the Rebel Alliance to uncover information about a secret trooper project the Empire has in development.",7.9,1040,1.4,0.98,0,0.13,2.5,"PC|PS"
"3223","Star Wars: Demolition","Racing","Activision","2000","Mo Davoudian","Star Wars: Demolition is a vehicular combat game set in the Star Wars universe.",7.2,117,0.25,0.17,0,0.03,0.46,"PS"
"3224","Star Wars: Empire at War","Strategy","LucasArts","2006","Ted Morris","The game is set before the Battle of Yavin, while the Empire is still constructing the Death Star. The campaign goes through the events before this, on both the Rebel and Imperial side.",7.7,899,0.01,0.06,0,0.02,0.09,"PC"
"3225","Star Wars: Jedi Starfighter","Simulation","Activision","2002","Daron Stinnett","Play as a Jedi that is field testing a new Starfighter that's quickly dragged into a regional conflict.",6.8,248,0.59,0.26,0,0.08,0.94,"PS2|XB"
"3226","Star Wars: Knights of the Old Republic","Role-Playing","Activision","2003","Casey Hudson","A republic soldier, training to become a Jedi Knight, is given the task of halting the conquest of Darth Malak by discovering the location of a weapon known as the Star Forge.",9.5,8633,1.68,0.44,0,0.08,2.19,"XB"
"3227","Star Wars: Knights of the Old Republic","Role-Playing","LucasArts","2003","Casey Hudson","A republic soldier, training to become a Jedi Knight, is given the task of halting the conquest of Darth Malak by discovering the location of a weapon known as the Star Forge.",9.5,8633,0.01,0.1,0,0.02,0.14,"PC"
"3228","Star Wars: Lethal Alliance","Action","Ubisoft","2006","Missing","A third-person shooter set between Star Wars Episode III and Star Wars Episode IV. The game focuses on shooting, stealth and wearing disguises rather than wielding light-sabers or using The Force.",6.1,33,0.19,0.02,0,0.02,0.23,"PSP|DS"
"3229","Star Wars: Obi-Wan","Action","Activision","2001","Dan Connors","A game chronicling the exploits of Obi-Wan Kenobi before and during the events of Star Wars: Episode I - The Phantom Menace.",6.5,226,0.52,0.16,0,0.02,0.7,"XB"
"3230","Star Wars: Republic Commando","Shooter","Activision","2005","Tim Longo","You play a Republic clone commando who leads an elite strike team in the Clone Wars.",8.2,2007,0.48,0.17,0,0.02,0.67,"XB"
"3231","Star Wars: Republic Commando","Shooter","LucasArts","2005","Tim Longo","You play a Republic clone commando who leads an elite strike team in the Clone Wars.",8.2,2007,0,0.04,0,0.01,0.05,"PC"
"3232","Star Wars: Rogue Squadron","Simulation","Nintendo","1998","Julian Eggebrecht","Luke Skywalker leads the Rebel Alliance's elite starfighter unit, Rogue Squadron, into battle against the Empire.",7.9,870,1.6,0.46,0.08,0.03,2.17,"N64"
"3233","Star Wars: Shadows of the Empire","Action","Nintendo","1996","Jon Knoles","You are the protector of Luke Skywalker.",8,973,2,0.5,0.12,0.03,2.65,"N64"
"3234","Star Wars: Starfighter","Simulation","Activision","2001","Daron Stinnett","A long time ago, in a galaxy far, far away... the greedy Trade Federation stands poised to invade the small planet of Naboo. The only hope for the people of Naboo is a young pilot, a ...                See full summary »",6.9,168,0.61,0.87,0.02,0.26,1.76,"PS2"
"3235","Star Wars: Super Bombad Racing","Racing","LucasArts","2001","Missing","Missing",6.2,62,0.08,0.06,0,0.02,0.16,"PS2"
"3236","Star Wars: The Force Unleashed","Action","LucasArts","2008","Haden Blackman, Steve Stamatiadis, Martin Stoltz","Darth Vader's secret apprentice, codenamed Starkiller, is trained in the Dark Side to defeat the enemies of the Empire, but must find his own path when his master betrays him.",8,7420,5.32,2.97,0.01,1.91,10.23,"PSP|DS|Wii|PS3|X360|PS2"
"3237","Star Wars: The Force Unleashed II","Action","LucasArts","2010","Sylvain Doreau","A clone of Starkiller is created by Darth Vader, but, after he escapes his master's grasp, he travels across the galaxy to discover who, or what, he really is.",7.1,3540,2.5,1.16,0,0.42,4.08,"PS3|DS|X360|PC|Wii"
"3238","Star Wars: The Old Republic","Role-Playing","Electronic Arts","2011","James Ohlen, Hez Chorba","Set long before the Star Wars films, the Sith Empire returns to the galaxy to begin a war with the Galactic Republic.",8.5,3070,1.58,1.01,0,0.38,2.97,"PC"
"3239","StarCraft","Strategy","Activision","1998","Matt Samia, Mark Schwarz, Duane Stinnett, Chris Metzen, Glenn Stafford","In 2499 in the Koprulu sector, a ferocious collective race known as the Zerg arrives to massacre the exiled human colonies while a highly advanced race, the Protoss, intervenes to exterminate the Zerg.",9.2,5235,0,0.04,0,0.01,0.05,"PC"
"3240","StarCraft II: Heart of the Swarm","Strategy","Activision","2013","Missing","After the events of StarCraft II: Wings of Liberty (2010), Sarah Kerrigan works to reunite the Zerg swarm in order to take revenge on Arcturus Mengsk.",8.7,1562,0.82,0.65,0,0.19,1.67,"PC"
"3241","StarCraft II: Legacy of the Void","Strategy","Activision","2015","Dustin Browder","After the events of StarCraft II: Heart of the Swarm (2013), Hierarch Artanis works to reunite the Protoss factions in order to retake their homeworld of Auir and stop Amon from destroying the galaxy.",8.8,950,0.18,0.29,0,0.04,0.51,"PC"
"3242","StarCraft II: Wings of Liberty","Strategy","Activision","2010","Nicholas S. Carpenter","Four years after the events of StarCraft: Brood War (1998), Jim Raynor fights against the Dominion and begins a search for artifacts when at the same time the Zerg attack once again.",8.8,3328,2.56,1.68,0,0.59,4.83,"PC"
"3243","Starhawk","Action","Sony Computer Entertainment","1979","Missing","Missing",4.1,9,0.18,0.05,0.03,0.03,0.29,"PS3"
"3244","Starhawk","Action","Sony Computer Entertainment","2012","Missing","In the far reaches of space, factions of humanity battle over a rare and dangerous resource known as Rift Energy. Caught in the middle is Emmett Graves, an outcast gunslinger who is drawn ...                See full summary »",7.1,63,0.18,0.05,0.03,0.03,0.29,"PS3"
"3245","Starship Troopers","Shooter","Empire Interactive","2005","Missing","Set five years after the events of the film, the game lets players assume the role of 'Marauder Zero Six' as they assault the planet Hesperus which has been invaded by the Arachnids.",6,297,0,0.02,0,0,0.02,"PC"
"3246","Starsky & Hutch","Racing","BAM! Entertainment","2003","Martin Batten","Take the wheel of the Zebra 3 with two of the coolest undercover cops in town. Join the soft-spoken Hutch and the street-wise Starsky, as they solve the toughest cases in the roughest neighborhoods.",7.2,76,0.08,0.02,0,0,0.11,"GC"
"3247","Starsky & Hutch","Racing","Empire Interactive","2003","Martin Batten","Take the wheel of the Zebra 3 with two of the coolest undercover cops in town. Join the soft-spoken Hutch and the street-wise Starsky, as they solve the toughest cases in the roughest neighborhoods.",7.2,76,0.64,0.41,0,0.13,1.18,"PS2|XB|GBA"
"3248","State of Decay","Strategy","Microsoft Game Studios","2013","Kevin Patzelt, Patrick Seitz, Kirk Thornton","Three Trumbull Valley residents find that the world has degenerated into a zombie apocalypse.",7.2,564,0.14,0.05,0,0.02,0.2,"XOne"
"3249","State of Emergency","Action","Take-Two Interactive","2002","Jamie Bryan, Robbie Graham","This is an urban riot ""beat 'em up"" game. The American Trade Origanization is declaring a State of Emergency. You are a part of an underground crew and your job is to put this organization ...                See full summary »",5.8,98,0.99,0.71,0,0.23,1.93,"XB|PS2"
"3250","State of Emergency 2","Shooter","SouthPeak Games","2006","Lani Minella","It takes place four years after the events of the first game. Spanky and his gang are back for more, and this time they're bigger, stronger and badder! You're in the middle of hundreds of ...                See full summary »",5.1,21,0.04,0.03,0,0.01,0.08,"PS2"
"3251","Steambot Chronicles","Role-Playing","505 Games","2005","Missing","Missing",8.6,82,0.02,0.01,0,0,0.04,"PS2"
"3252","Steel Battalion","Simulation","Microsoft Game Studios","2002","Hifumi Kôno","You are a VT pilot and you must pilot the VT (Vertical Tank) and fight enemy VTs and other military vehicles to end the war by controlling the Steel Battalion controller that has two control levers, 40 buttons, and 3 foot pedals.",7.8,28,0.05,0.02,0.02,0,0.1,"XB"
"3253","Steel Battalion: Heavy Armor","Misc","Capcom","2012","Isamu Okano","2082. Pilot the most powerful weapon on the battlefield and retake America in this startling vision of a future abandoned by technology.",2.3,40,0.08,0.03,0.02,0.01,0.13,"X360"
"3254","Steel Diver","Action","Nintendo","2011","Takaya Imamura","Take submarine combat to new visual depths and explore undersea volcanoes, ancient ruins, and arctic caverns in eye-popping 3D!",4.4,21,0.31,0.1,0.05,0.03,0.49,"3DS"
"3255","Steins;Gate","Adventure","5pb","2009","Missing","After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans.",8.8,400,0,0,0.06,0,0.06,"X360"
"3256","Steins;Gate","Adventure","Kadokawa Shoten","2009","Missing","After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans.",8.8,400,0,0,0.19,0,0.19,"PSP"
"3257","Steins;Gate","Adventure","PQube","2009","Missing","After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans.",8.8,400,0.08,0.13,0.02,0.06,0.29,"PSV|PS3"
"3258","Steins;Gate 0","Adventure","5pb","2015","Missing","It takes place at the end of the original Steins;Gate, set in the Beta worldline. where Rintaro Okabe falls into depression after failing to prevent the death of Kurisu Makise until he meets Maho Hiyajo several months later.",8.6,235,0,0,0.03,0,0.03,"PS3"
"3259","Steins;Gate 0","Adventure","PQube","2015","Missing","It takes place at the end of the original Steins;Gate, set in the Beta worldline. where Rintaro Okabe falls into depression after failing to prevent the death of Kurisu Makise until he meets Maho Hiyajo several months later.",8.6,235,0,0,0.1,0,0.1,"PS4|PSV"
"3260","Stella Deus: The Gate of Eternity","Strategy","505 Games","2004","Missing","Missing",7.2,12,0.04,0.03,0,0.01,0.08,"PS2"
"3261","Stella Glow","Role-Playing","Atlus","2015","Dai Oba","Alto, a young knight with no memory of his past must convince the Witches of the Regnant Kingdom to join his side and stop Hilda, the Witch of Destruction, and her cruel Harbingers. As they...                See full summary »",7.8,16,0.16,0.01,0.05,0.02,0.24,"3DS"
"3262","Stellaris","Strategy","Paradox Interactive","2016","Henrik Fåhraeus, Rikard Åslund","Explore a vast galaxy full of wonder. Paradox Development Studio, makers of the Crusader Kings and Europa Universalis series presents Stellaris, an evolution of the grand strategy genre ...                See full summary »",8,187,0,0.03,0,0,0.03,"PC"
"3263","Still Life","Adventure","Microids","2005","Missing","A young FBI agent is on the trail of a brutal serial killer. She discovers that her grandfather worked on a very similar case in Central Europe more than half a century earlier.",8,349,0.05,0.02,0,0,0.07,"XB"
"3264","Still Life 2","Adventure","Rondomedia","2009","Missing","In 2008, FBI agent Victoria McPherson finds herself in a confusing case while she has to fight against dark memories from her former case in 2004.",5.6,138,0,0.01,0,0,0.02,"PC"
"3265","Stolen","Action","Hip Interactive","2005","Missing","You play as Anya Romanov, a thief living in a not too distant future. You and your partner in crime, Louie Palmer, have recently landed a job to steal a statue that's been placed in a museum for an exhibition.",5.9,11,0.02,0.01,0,0,0.04,"PS2"
"3266","Stormrise","Strategy","Sega","2009","Zach Hanks","Stormrise is a post-apocalyptic real-time strategy game from the makers of Total War, with the ability to control units in the air, on the surface, and underground.",5.3,17,0.24,0.07,0,0.03,0.34,"X360|PC|PS3"
"3267","Stranglehold","Shooter","Midway Games","2007","Brian Eddy, John Woo, Martin Stoltz","A third-person video game set in Hong Kong and Chicago where a tough cop battles the mob.",7.9,1904,0.64,0.36,0.01,0.12,1.12,"X360|PS3"
"3268","Street Fighter Alpha 2","Fighting","Nintendo","1996","Missing","The second in the Alpha series with a total of 18 fighters. The game features a number of improvements over the original, such as new attacks, stages, endings, and gameplay features.",7.5,491,0,0,0.17,0,0.17,"SNES"
"3269","Street Fighter Alpha 2","Fighting","Virgin Interactive","1996","Missing","The second in the Alpha series with a total of 18 fighters. The game features a number of improvements over the original, such as new attacks, stages, endings, and gameplay features.",7.5,491,0.14,0.09,0.89,0.06,1.17,"SAT|PS"
"3270","Street Fighter Alpha 3","Fighting","Capcom","1998","Mamoru Ohhashi, Naoto Ôta","The third in the Alpha series with a total of 31 fighters, the addition of three selectable fighting styles, new stages, and new theme music for all the returning characters.",8,525,0.11,0.04,0,0,0.15,"GBA"
"3271","Street Fighter Alpha 3","Fighting","Virgin Interactive","1998","Mamoru Ohhashi, Naoto Ôta","The third in the Alpha series with a total of 31 fighters, the addition of three selectable fighting styles, new stages, and new theme music for all the returning characters.",8,525,0.38,0.12,0.51,0.02,1.03,"PS"
"3272","Street Fighter Anniversary Collection","Fighting","Capcom","2004","Hidetoshi Ishizawa","A compilation game of 'Hyper Street Fighter II' and 'Street Fighter III 3rd Strike: Fight for the Future'. It also includes 'Street Fighter II: The Animated Movie' as a bonus.",8.5,70,0.43,0.28,0,0.09,0.81,"PS2|XB"
"3273","Street Fighter EX3","Fighting","Virgin Interactive","2000","Akira Nishitani","Choose from 16 characters and try your hand at new battle modes, even go against 1 against 3 in this newest Street Fighter game.",7,127,0.32,0.25,0.2,0.08,0.85,"PS2"
"3274","Street Fighter II: The World Warrior","Fighting","Capcom","1991","Missing","Eight fighters from around the world compete to get the chance to take on the evil dictator M. Bison. Choose a character and engage your opponents in one-on-one close quarter street combat in a series of best-two-out-of-three matches.",8.4,1732,2.47,0.83,2.87,0.12,6.3,"SNES"
"3275","Street Fighter IV","Fighting","Capcom","2008","Taliesin Jaffe, Takashi Tsukamoto, Tomio Yamauchi, Ryôsuke Naya","Fighting game Street Fighter IV introduces a new system called Focus Attacks, as well as Ultra Moves.",7.4,1333,3.91,1.81,0.73,0.81,7.27,"X360|PS3|PC"
"3276","Street Fighter V","Fighting","Capcom","2016","Jonathan Klein, Toshio Ohashi, Teruaki Shiraishi","Warriors from across the globe must join forces in order to stop Shadaloo from plunging the world into crisis.",6.3,616,0.35,0.31,0.08,0.13,0.87,"PC|PS4"
"3277","Street Fighter X Tekken","Fighting","Capcom","2012","Katsuhiro Harada, Taliesin Jaffe","Choose your fighters. Challenge your rivals. Will you cross the line? The greatest fighters from the world's 2 heavyweight fighting games finally collide in the ultimate tag team match-up.",6.8,547,0.87,0.39,0.14,0.17,1.57,"PC|PS3|PSV|X360"
"3278","Street Fighter: The Movie","Fighting","Acclaim Entertainment","1995","Missing","Fighting game based on the 1994 movie which is itself based on Street Fighter II arcade. The film's characters played by the film's cast in digitized form take on evil dictator M. Bison while trying to save the hostages he captured.",4.4,1918,0.1,0.07,0,0.01,0.17,"PS"
"3279","Street Hoops","Sports","Activision","2002","Missing","Street Hoops is a little more realistic street basketball game compared to the popular NBA Street series. There are three game modes that mostly involve a tournament style of play.",6.3,15,0.66,0.41,0,0.13,1.19,"XB|PS2"
"3280","Street Hoops","Sports","Unknown","2002","Missing","Street Hoops is a little more realistic street basketball game compared to the popular NBA Street series. There are three game modes that mostly involve a tournament style of play.",6.3,15,0.09,0.02,0,0,0.12,"GC"
"3281","Street Racer","Racing","Ubisoft","1994","Missing","Missing",5.9,20,0.09,0.06,0,0.01,0.16,"PS"
"3282","Streets of Rage","Action","Sega","1991","Hiroaki Chino, Hiroshi Momota","A horizontal side-scrolling beat-em-up. You fight your way through hordes of enemies, collecting weapons along the way.",8,1060,1.86,0.55,0.11,0.08,2.6,"GEN"
"3283","Streets of Rage 3","Action","Sega","1994","Missing","There is just no keeping Mr. X down. He's back again to terrorize the city. So Axel, Blaze and Skate, with the help of Dr. Zan, set out to stop him.",7.3,580,0,0,0.07,0,0.07,"GEN"
"3284","Strikers 1945","Shooter","Atlus","1998","Missing","Missing",6.2,14,0,0,0.05,0,0.05,"SAT"
"3285","Strikers 1945","Shooter","Midas Interactive Entertainment","1998","Missing","Missing",6.2,14,0.07,0.05,0,0.01,0.12,"PS"
"3286","Stronghold","Strategy","Gathering of Developers","2001","Missing","Supporting the life of a medieval castle, the protagonist must defeat the four traitors who plunged the country into a turmoil.",8.2,368,0,0.09,0,0.02,0.11,"PC"
"3287","Stronghold 3","Strategy","N/A","2011","Missing","Set ten years after the original, this third installment in the castle sim series Stronghold, follows the tale of The Wolf - who has tricked death and now seeks revenge while pillaging the towns and villages of medieval Europe.",6.5,19,0.06,0.1,0,0,0.16,"PC"
"3288","Stronghold Crusader Extreme","Strategy","Gamecock","2008","Missing","Expanded version of Stronghold: Crusader.",7.6,110,0,0.02,0,0,0.02,"PC"
"3289","Stronghold Legends","Strategy","Take-Two Interactive","2006","Missing","Three legendary figures of the European Middle Ages - king Arthur, warrior Siegfried, count Dracula - are move forward to their conquests.",7.6,83,0,0.01,0,0,0.02,"PC"
"3290","Stuart Little 2","Platform","Activision","2002","Missing","Stuart Little has to save Margalo from the dangerous Falcon.",5.9,65,0.33,0.12,0,0.01,0.46,"GBA"
"3291","Stuart Little 3: Big Photo Adventure","Platform","Sony Computer Entertainment","2005","Dave Allsopp, Paul Johnson","Stuart Little accidentally destroys his brother's photography project, so must make his way around New York with a camera to replace what was lost.",7.9,16,0.04,0.03,0,0.01,0.08,"PS2"
"3292","Stubbs the Zombie in Rebel Without a Pulse","Action","THQ","2005","Alexander Seropian","Edward ""Stubbs"" Stubblefield rises from his grave as a zombie and decides to get his revenge by kill humans and devour their brains.",7.8,272,0.08,0.02,0,0,0.11,"XB"
"3293","Stunt GP","Racing","Titus","2001","Missing","Missing",6.7,8,0.02,0.02,0,0.01,0.05,"PS2"
"3294","Stunt Race FX","Racing","Nintendo","1994","Tatsuya Hishida","A cartoon-style, 3D-racing game.",6.8,49,0,0,0.35,0,0.35,"SNES"
"3295","Stuntman","Racing","Atari","2002","Missing","You play as a rookie stunt driver who goes up the ranks from modest state fair stunts to big-budget action films.",6.7,110,0.79,0.6,0,0.2,1.59,"PS2|GBA"
"3296","Stuntman: Ignition","Racing","THQ","2007","Michael McCormick, Robert Taylor","Stuntman: Ignition follows a small-time stunt driver as he tries to make his way to become a top Hollywood stunt driver. At the start of each new movie, the player is presented with a short...                See full summary »",6.3,75,0.55,0.68,0,0.2,1.44,"X360|PS2|PS3"
"3297","Sudeki","Role-Playing","Microsoft Game Studios","2004","Jason Avnet","The world as we know it has been torn apart by darkness and only four heroes can save it in this RPG game from Microsoft.",8.2,65,0.14,0.04,0,0.01,0.19,"XB"
"3298","Suikoden","Role-Playing","Konami Digital Entertainment","1995","Yoshitaka Murayama","108 Stars of Destiny must band together to liberate the corrupt Scarlet Moon Empire.",8.3,279,0.21,0.14,0.21,0.04,0.6,"PS"
"3299","Suikoden II","Role-Playing","Konami Digital Entertainment","1998","Yoshitaka Murayama","Three years after the Gate Rune War, the 108 Stars of Destiny once again gather to protect the City-State of Jowston from the invading Kingdom of Highland, led by the demonic Luca Blight.",9,427,0.15,0.1,0.38,0.04,0.68,"PS"
"3300","Suikoden III","Role-Playing","Unknown","2002","Keiichi Isobe, Yoshitaka Murayama","Fifteen years after the events in Suikoden II, three warriors search out the legendary Flame Champion and gather the 108 Stars of Destiny to save the world from a new evil who plans on destroying the world.",8.3,168,0.29,0.23,0.38,0.08,0.98,"PS2"
"3301","Suikoden IV","Role-Playing","Konami Digital Entertainment","2004","Masayuki Saruta","150 years in the past an orphan raised by the ruling family of a small island outpost becomes the bearer of the True Rune of Punishment and must gather the 108 Stars of Destiny to fight the evil Kooluk Fleet.",7.2,147,0.17,0.13,0.3,0.05,0.66,"PS2"
"3302","Suikoden Tactics","Strategy","Konami Digital Entertainment","2005","Osamu Komuta, Makoto Suda","Suikoden Tactics is a spin-off in the Suikoden series and a direct sequel to Suikoden IV, its story taking place three years after those described in the previous game. The story narrates ...                See full summary »",7,39,0.06,0.05,0.07,0.02,0.2,"PS2"
"3303","Suikoden Tierkreis","Role-Playing","Konami Digital Entertainment","2008","Osamu Komuta","Missing",7.7,16,0.09,0.01,0.15,0.01,0.27,"DS"
"3304","Suikoden V","Role-Playing","Konami Digital Entertainment","2006","Masayuki Saruta","This is the fifth installment Suikoden series by Konami, takes place in the Queendom of Falena, six years before the events in the first and nine years before the events in the second one.",8.3,204,0.08,0.06,0.19,0.02,0.35,"PS2"
"3305","Summer Athletics","Sports","DTP Entertainment","2008","Missing","Missing",7.2,6,0,0.01,0,0,0.01,"PC"
"3306","Summer Heat Beach Volleyball","Sports","Acclaim Entertainment","2003","Missing","Missing",8.2,7,0.14,0.11,0,0.04,0.28,"PS2"
"3307","Summoner","Role-Playing","THQ","2000","Missing","Missing",8,56,0.25,0.2,0,0.07,0.51,"PS2"
"3308","Summoner 2","Role-Playing","THQ","2002","Missing","Missing",8.4,40,0.1,0.08,0,0.03,0.21,"PS2"
"3309","Sunset Overdrive","Shooter","Microsoft Game Studios","2014","Marcus Smith","Set in 2027, a corrupt corporation known as FizzCo has released a new energy drink called Overcharge Delirium XT, which turns everyone into mutated monsters.",7.8,1039,0.62,0.4,0,0.08,1.11,"XOne"
"3310","Super Adventure Island","Platform","Hudson Soft","1992","Kyon Kyon","While on a romantic evening with Higgins, Jeannie Jungle is turned to stone by the evil Dark Cloak. Now Master Higgins must charge after him through tropical jungles, the deserts of Indianapolis, and the belly of a whale.",5.9,18,0,0,0.22,0,0.22,"SNES"
"3311","Super Bomberman","Puzzle","Hudson Soft","1993","Mikio Ueyama","The first video game in the Bomberman series released for the Super NES. It is also the first four-player game to be released on the Super NES.",7.3,135,0,0,0.57,0,0.57,"SNES"
"3312","Super Bomberman 2","Puzzle","Hudson Soft","1994","Missing","Five evil cyborgs called the Five Dastardly Bombers are attack earth and take Bomberman prisoner. He must fight his way through their space station and save earth from these villains.",7.5,21,0,0,0.81,0,0.81,"SNES"
"3313","Super Bomberman 3","Puzzle","Hudson Soft","1995","Shigeki Fujiwara","Missing",8.2,19,0,0,0.7,0,0.7,"SNES"
"3314","Super Bomberman 4","Puzzle","Hudson Soft","1996","Shinsuke Fujiwara, Shinji Imada","Missing",7.4,12,0,0,0.44,0,0.44,"SNES"
"3315","Super Bomberman 5","Puzzle","Hudson Soft","1997","Tadashi Ozaki","Missing",6.1,10,0,0,0.3,0,0.3,"SNES"
"3316","Super Breakout","Puzzle","Atari","1978","Missing","Missing",7.1,55,0.41,0.03,0,0,0.44,"2600"
"3317","Super Castlevania IV","Platform","Konami Digital Entertainment","1991","Jun Furano","A century after Christopher Belmont slew Dracula, the vampire lord indeed rises from his grave and Simon, the most famous of the Clan, steels himself for war against the forces of darkness to cleanse Transylvania of his curse.",8.3,622,0.32,0.05,0.25,0.01,0.63,"SNES"
"3318","Super Dodge Ball","Sports","Technos Japan Corporation","1987","Mitsuhiro Yoshida","Super Dodge Ball is a dodgeball-based sports game produced by Technos Japan Corp. originally released as an arcade game in 1987.",8.3,17,0,0,0.02,0,0.02,"NG"
"3319","Super Dodge Ball","Sports","Technos Japan Corporation","1988","Mitsuhiro Yoshida","Missing",6.7,17,0,0,0.02,0,0.02,"NG"
"3320","Super Dodge Ball Advance","Sports","Ubisoft","2001","Missing","Missing",6.9,10,0.14,0.05,0,0,0.2,"GBA"
"3321","Super Dragon Ball Z","Fighting","Atari","2006","Missing","Super Dragon Ball Z is a cel-shaded 3D fighting video game, based on the Japanese manga series Dragon Ball created by Akira Toriyama. It was released in Japanese and European arcades ...                See full summary »",6.6,128,0.09,0.07,0.19,0.02,0.37,"PS2"
"3322","Super Ghouls 'n Ghosts","Platform","Capcom","1991","Yoshinori Takenaka","King Arthur must save the princess who has been kidnapped by demons which took her to Emperor Sardius in order to get the Goddess Bracelet. Play as Arthur who has to fight undead creatures in this difficult platform game.",7.2,125,0.55,0.16,0.52,0.02,1.25,"SNES|GBA"
"3323","Super Mario 3D Land","Platform","Nintendo","2011","Koichi Hayashida","Princess Peach once again gets kidnapped by Bowser, you are in control of Mario and Luigi and you play in a 3D environment with level design similar to a typical 2D Super Mario adventure.",8.2,1928,4.89,2.99,2.13,0.78,10.79,"3DS"
